audio_path1,audio_path2,label
bird\common_voice_en_18032160.opus,canción\common_voice_es_20630657.opus,0
siete\common_voice_es_18970698.opus,tres\common_voice_es_19139841.opus,0
backward\common_voice_en_19946729.opus,backward\common_voice_en_20934379.opus,1
dog\common_voice_en_594625.opus,ocho\common_voice_es_19694171.opus,0
nine\common_voice_en_19356205.opus,nine\common_voice_en_20532230.opus,1
three\common_voice_en_20688731.opus,cat\common_voice_en_17899061.opus,0
wow\common_voice_en_17258070.opus,wow\common_voice_en_2202931.opus,1
número\common_voice_es_19720210.opus,número\common_voice_es_19558947.opus,1
encuentra\common_voice_es_19446766.opus,encuentra\common_voice_es_19220906.opus,1
dog\common_voice_en_568577.opus,ciudad\common_voice_es_19359960.opus,0
tres\common_voice_es_20862650.opus,tiempo\common_voice_es_18962344.opus,0
color\common_voice_es_20027163.opus,color\common_voice_es_20696003.opus,1
four\common_voice_en_20358365.opus,bird\common_voice_en_240933.opus,0
down\common_voice_en_14978894.opus,bird\common_voice_en_19694723.opus,0
wow\common_voice_en_499423.opus,happy\common_voice_en_689690.opus,0
color\common_voice_es_19639727.opus,color\common_voice_es_20246502.opus,1
tiempo\common_voice_es_20462559.opus,cuatro\common_voice_es_19777210.opus,0
marvin\common_voice_en_18686617.opus,wow\common_voice_en_18137192.opus,0
cat\common_voice_en_572200.opus,nueve\common_voice_es_20559112.opus,0
two\common_voice_en_18019396.opus,uno\common_voice_es_20742262.opus,0
backward\common_voice_en_18751858.opus,backward\common_voice_en_21180381.opus,1
ciudad\common_voice_es_19942358.opus,ciudad\common_voice_es_20874231.opus,1
zero\common_voice_en_21328859.opus,nombre\common_voice_es_19682835.opus,0
dog\common_voice_en_169672.opus,dog\common_voice_en_17525527.opus,1
right\common_voice_en_19244310.opus,right\common_voice_en_26551.opus,1
zero\common_voice_en_17887364.opus,zero\common_voice_en_18405461.opus,1
three\common_voice_en_19273515.opus,tiempo\common_voice_es_20043858.opus,0
off\common_voice_en_18494514.opus,ciudad\common_voice_es_19633036.opus,0
ocho\common_voice_es_19696878.opus,ciudad\common_voice_es_19633168.opus,0
learn\common_voice_en_165438.opus,dos\common_voice_es_20724280.opus,0
four\common_voice_en_668743.opus,four\common_voice_en_18032237.opus,1
bed\common_voice_en_578084.opus,visual\common_voice_en_19608333.opus,0
marvin\common_voice_en_20877419.opus,nine\common_voice_en_20994649.opus,0
color\common_voice_es_19234441.opus,vida\common_voice_es_20835977.opus,0
ocho\common_voice_es_19608784.opus,happy\common_voice_en_627292.opus,0
marvin\common_voice_en_20035395.opus,cinco\common_voice_es_18744732.opus,0
left\common_voice_en_20288954.opus,right\common_voice_en_656776.opus,0
three\common_voice_en_21766409.opus,three\common_voice_en_19151791.opus,1
número\common_voice_es_20731362.opus,marvin\common_voice_en_21507533.opus,0
four\common_voice_en_22265914.opus,four\common_voice_en_585795.opus,1
six\common_voice_en_18542347.opus,three\common_voice_en_209106.opus,0
ocho\common_voice_es_19625526.opus,ocho\common_voice_es_18963591.opus,1
five\common_voice_en_17344168.opus,left\common_voice_en_487622.opus,0
visual\common_voice_en_72758.opus,visual\common_voice_en_22238023.opus,1
cuatro\common_voice_es_20303020.opus,seis\common_voice_es_20215749.opus,0
marvin\common_voice_en_20035395.opus,learn\common_voice_en_600178.opus,0
seven\common_voice_en_18434100.opus,seven\common_voice_en_18767610.opus,1
juego\common_voice_es_19944823.opus,cuatro\common_voice_es_19954462.opus,0
juego\common_voice_es_19480740.opus,siete\common_voice_es_20744650.opus,0
eight\common_voice_en_18331056.opus,forward\common_voice_en_18435079.opus,0
nombre\common_voice_es_18656639.opus,forward\common_voice_en_18717512.opus,0
siete\common_voice_es_18424235.opus,seven\common_voice_en_20305553.opus,0
tiempo\common_voice_es_19739963.opus,tiempo\common_voice_es_20820013.opus,1
house\common_voice_en_18865117.opus,four\common_voice_en_19605299.opus,0
nueve\common_voice_es_20460309.opus,eight\common_voice_en_22143412.opus,0
siete\common_voice_es_20739364.opus,siete\common_voice_es_20557793.opus,1
five\common_voice_en_18770598.opus,seis\common_voice_es_19131966.opus,0
marvin\common_voice_en_19471438.opus,ciudad\common_voice_es_20624444.opus,0
cat\common_voice_en_576701.opus,cat\common_voice_en_17926493.opus,1
dog\common_voice_en_610274.opus,dog\common_voice_en_18253927.opus,1
juego\common_voice_es_19458658.opus,seven\common_voice_en_17917005.opus,0
nine\common_voice_en_17704534.opus,nine\common_voice_en_17283659.opus,1
nueve\common_voice_es_20717552.opus,nueve\common_voice_es_18953788.opus,1
número\common_voice_es_19341779.opus,tres\common_voice_es_20258699.opus,0
wow\common_voice_en_17406812.opus,right\common_voice_en_136818.opus,0
sheila\common_voice_en_18890773.opus,sheila\common_voice_en_20952652.opus,1
wow\common_voice_en_18432427.opus,wow\common_voice_en_17295780.opus,1
happy\common_voice_en_16665744.opus,happy\common_voice_en_564418.opus,1
learn\common_voice_en_661811.opus,eight\common_voice_en_36534.opus,0
ciudad\common_voice_es_19960938.opus,ciudad\common_voice_es_20313907.opus,1
five\common_voice_en_19981885.opus,visual\common_voice_en_20850871.opus,0
tree\common_voice_en_8862.opus,one\common_voice_en_140540.opus,0
tres\common_voice_es_19712036.opus,six\common_voice_en_22014080.opus,0
house\common_voice_en_180564.opus,down\common_voice_en_209279.opus,0
learn\common_voice_en_665603.opus,vida\common_voice_es_19572556.opus,0
cuatro\common_voice_es_20904331.opus,four\common_voice_en_22022978.opus,0
stop\common_voice_en_599478.opus,stop\common_voice_en_21953917.opus,1
five\common_voice_en_17353877.opus,six\common_voice_en_19428114.opus,0
house\common_voice_en_112747.opus,marvin\common_voice_en_18404343.opus,0
yes\common_voice_en_658041.opus,yes\common_voice_en_19583367.opus,1
right\common_voice_en_219028.opus,cat\common_voice_en_17860950.opus,0
stop\common_voice_en_200378.opus,stop\common_voice_en_20143512.opus,1
tiempo\common_voice_es_20757783.opus,learn\common_voice_en_686953.opus,0
ciudad\common_voice_es_20893842.opus,nombre\common_voice_es_20289981.opus,0
universidad\common_voice_es_20812248.opus,universidad\common_voice_es_19854793.opus,1
learn\common_voice_en_676183.opus,canción\common_voice_es_19595506.opus,0
two\common_voice_en_19515680.opus,forward\common_voice_en_20052205.opus,0
seven\common_voice_en_21712938.opus,seven\common_voice_en_19999799.opus,1
house\common_voice_en_167604.opus,visual\common_voice_en_19782931.opus,0
house\common_voice_en_20641778.opus,house\common_voice_en_683845.opus,1
happy\common_voice_en_19479979.opus,backward\common_voice_en_18738928.opus,0
seis\common_voice_es_20893650.opus,down\common_voice_en_18121258.opus,0
six\common_voice_en_482588.opus,learn\common_voice_en_17511627.opus,0
seven\common_voice_en_22054344.opus,two\common_voice_en_20397878.opus,0
right\common_voice_en_528884.opus,seis\common_voice_es_19039727.opus,0
canción\common_voice_es_19638702.opus,canción\common_voice_es_19871985.opus,1
bed\common_voice_en_18429823.opus,eight\common_voice_en_22257545.opus,0
six\common_voice_en_22089943.opus,stop\common_voice_en_553696.opus,0
tree\common_voice_en_218371.opus,tree\common_voice_en_18474021.opus,1
uno\common_voice_es_19443072.opus,cuatro\common_voice_es_20701530.opus,0
wow\common_voice_en_17298055.opus,wow\common_voice_en_815794.opus,1
backward\common_voice_en_18854341.opus,backward\common_voice_en_20975538.opus,1
nueve\common_voice_es_20714124.opus,eight\common_voice_en_21332717.opus,0
tres\common_voice_es_19513315.opus,bird\common_voice_en_19623779.opus,0
dos\common_voice_es_19640519.opus,backward\common_voice_en_20114505.opus,0
yes\common_voice_en_18255826.opus,cero\common_voice_es_18320021.opus,0
happy\common_voice_en_538914.opus,juego\common_voice_es_20268095.opus,0
sheila\common_voice_en_20312184.opus,house\common_voice_en_138395.opus,0
seven\common_voice_en_17277769.opus,seven\common_voice_en_19039735.opus,1
backward\common_voice_en_21284826.opus,cero\common_voice_es_19633436.opus,0
juego\common_voice_es_19679361.opus,four\common_voice_en_2202951.opus,0
universidad\common_voice_es_20629860.opus,universidad\common_voice_es_20707168.opus,1
cuatro\common_voice_es_20067957.opus,ciudad\common_voice_es_20535202.opus,0
visual\common_voice_en_21354749.opus,cinco\common_voice_es_20863459.opus,0
tree\common_voice_en_21359753__2.opus,tree\common_voice_en_17850208.opus,1
wow\common_voice_en_17276106.opus,ciudad\common_voice_es_19729921.opus,0
wow\common_voice_en_17666539.opus,eight\common_voice_en_19795542.opus,0
wow\common_voice_en_17262943.opus,wow\common_voice_en_18024413.opus,1
tree\common_voice_en_130782.opus,tree\common_voice_en_18277886.opus,1
wow\common_voice_en_18168354.opus,sheila\common_voice_en_20960986.opus,0
nine\common_voice_en_18717258.opus,nine\common_voice_en_20920350.opus,1
zero\common_voice_en_21283789.opus,zero\common_voice_en_17941122.opus,1
five\common_voice_en_20887769.opus,seis\common_voice_es_20342498.opus,0
universidad\common_voice_es_19228812.opus,encuentra\common_voice_es_19678457.opus,0
zero\common_voice_en_18534484.opus,eight\common_voice_en_21269330.opus,0
bed\common_voice_en_157984.opus,marvin\common_voice_en_18686617.opus,0
universidad\common_voice_es_19693476.opus,número\common_voice_es_20445432.opus,0
eight\common_voice_en_19733125.opus,eight\common_voice_en_18492291.opus,1
color\common_voice_es_20692645.opus,wow\common_voice_en_17306170.opus,0
juego\common_voice_es_19669935.opus,visual\common_voice_en_22231290.opus,0
dog\common_voice_en_603699.opus,dog\common_voice_en_520402.opus,1
yes\common_voice_en_18513703.opus,tree\common_voice_en_19345558.opus,0
ciudad\common_voice_es_20660306.opus,siete\common_voice_es_20904825.opus,0
down\common_voice_en_608298.opus,down\common_voice_en_47155.opus,1
visual\common_voice_en_19196434.opus,wow\common_voice_en_143606.opus,0
siete\common_voice_es_18973654.opus,siete\common_voice_es_19794675.opus,1
eight\common_voice_en_21570285.opus,eight\common_voice_en_20713041.opus,1
ciudad\common_voice_es_20769433.opus,backward\common_voice_en_18772743.opus,0
ciudad\common_voice_es_20315360.opus,ciudad\common_voice_es_20313963.opus,1
juego\common_voice_es_20046665.opus,juego\common_voice_es_20374193.opus,1
cuatro\common_voice_es_20942844.opus,color\common_voice_es_19659552.opus,0
bed\common_voice_en_143326.opus,cero\common_voice_es_19612661.opus,0
zero\common_voice_en_76112.opus,zero\common_voice_en_18074575.opus,1
forward\common_voice_en_57521.opus,forward\common_voice_en_19669039.opus,1
four\common_voice_en_643085.opus,nueve\common_voice_es_19224663.opus,0
zero\common_voice_en_217618.opus,número\common_voice_es_19161376.opus,0
encuentra\common_voice_es_19758170.opus,down\common_voice_en_17250569.opus,0
learn\common_voice_en_118409.opus,learn\common_voice_en_17253996.opus,1
bird\common_voice_en_19694723.opus,bird\common_voice_en_18129644.opus,1
wow\common_voice_en_17979819.opus,wow\common_voice_en_17812360.opus,1
down\common_voice_en_11326.opus,down\common_voice_en_67263.opus,1
sheila\common_voice_en_19546352.opus,siete\common_voice_es_20319564.opus,0
seis\common_voice_es_19607739.opus,wow\common_voice_en_18517214.opus,0
color\common_voice_es_20903986.opus,ocho\common_voice_es_20287599.opus,0
cinco\common_voice_es_19976760.opus,cinco\common_voice_es_20772525.opus,1
dos\common_voice_es_19149319.opus,dos\common_voice_es_20694163.opus,1
stop\common_voice_en_15735789.opus,canción\common_voice_es_19568478.opus,0
seis\common_voice_es_20938770.opus,seis\common_voice_es_19763149.opus,1
color\common_voice_es_19234441.opus,color\common_voice_es_20667007.opus,1
seis\common_voice_es_20819112.opus,right\common_voice_en_191754.opus,0
bird\common_voice_en_18680723.opus,número\common_voice_es_19139591.opus,0
left\common_voice_en_82392.opus,left\common_voice_en_18163027.opus,1
seven\common_voice_en_17401369.opus,seven\common_voice_en_20229670.opus,1
stop\common_voice_en_139017.opus,nine\common_voice_en_499581.opus,0
nine\common_voice_en_629654.opus,backward\common_voice_en_21180381.opus,0
ciudad\common_voice_es_20723131.opus,three\common_voice_en_20741312.opus,0
four\common_voice_en_19175088.opus,bed\common_voice_en_17673783.opus,0
uno\common_voice_es_20593713.opus,bed\common_voice_en_595310.opus,0
learn\common_voice_en_215980.opus,six\common_voice_en_20308756.opus,0
canción\common_voice_es_20657971.opus,tiempo\common_voice_es_20226329.opus,0
tree\common_voice_en_21656846.opus,tree\common_voice_en_19539667.opus,1
one\common_voice_en_505618.opus,one\common_voice_en_157378.opus,1
left\common_voice_en_19690771.opus,two\common_voice_en_637115.opus,0
uno\common_voice_es_20523740.opus,happy\common_voice_en_18579042.opus,0
wow\common_voice_en_17576849.opus,learn\common_voice_en_596510.opus,0
stop\common_voice_en_2586283.opus,stop\common_voice_en_17263589.opus,1
juego\common_voice_es_19134375__2.opus,forward\common_voice_en_165094.opus,0
encuentra\common_voice_es_19799905.opus,off\common_voice_en_19571360.opus,0
uno\common_voice_es_20173113.opus,uno\common_voice_es_20932541.opus,1
left\common_voice_en_38692.opus,eight\common_voice_en_698994.opus,0
yes\common_voice_en_18594042.opus,zero\common_voice_en_18849849.opus,0
off\common_voice_en_18074537.opus,off\common_voice_en_593785.opus,1
ocho\common_voice_es_20430995.opus,siete\common_voice_es_20601567.opus,0
house\common_voice_en_17888098.opus,house\common_voice_en_205681.opus,1
right\common_voice_en_134500.opus,right\common_voice_en_37504.opus,1
color\common_voice_es_19620953.opus,eight\common_voice_en_562368.opus,0
down\common_voice_en_697426.opus,tres\common_voice_es_19695478.opus,0
marvin\common_voice_en_19288430.opus,número\common_voice_es_20314317.opus,0
dog\common_voice_en_218206.opus,nombre\common_voice_es_20597431.opus,0
five\common_voice_en_20562575.opus,five\common_voice_en_20887842.opus,1
encuentra\common_voice_es_19636826.opus,nueve\common_voice_es_19953017.opus,0
tres\common_voice_es_19583973.opus,tres\common_voice_es_20722517.opus,1
seis\common_voice_es_19458656.opus,cuatro\common_voice_es_20267730.opus,0
número\common_voice_es_19826552.opus,dog\common_voice_en_46378.opus,0
learn\common_voice_en_20312.opus,stop\common_voice_en_371525.opus,0
stop\common_voice_en_679069.opus,stop\common_voice_en_18410972.opus,1
one\common_voice_en_18530487__2.opus,one\common_voice_en_17863956.opus,1
juego\common_voice_es_20592632.opus,juego\common_voice_es_19979612.opus,1
one\common_voice_en_19410192.opus,one\common_voice_en_19945974.opus,1
ciudad\common_voice_es_20666865.opus,wow\common_voice_en_17412061.opus,0
nine\common_voice_en_21484170.opus,ocho\common_voice_es_20241294.opus,0
color\common_voice_es_19122360.opus,color\common_voice_es_20714413.opus,1
canción\common_voice_es_20004038.opus,canción\common_voice_es_19665866.opus,1
nine\common_voice_en_21949372.opus,six\common_voice_en_21886395.opus,0
visual\common_voice_en_22253198.opus,cuatro\common_voice_es_19761437.opus,0
off\common_voice_en_74308.opus,off\common_voice_en_17276331.opus,1
happy\common_voice_en_18647557.opus,happy\common_voice_en_18201838.opus,1
forward\common_voice_en_18925708.opus,universidad\common_voice_es_20303802.opus,0
cinco\common_voice_es_18413587.opus,one\common_voice_en_20179727.opus,0
cuatro\common_voice_es_19633615.opus,cuatro\common_voice_es_20429575.opus,1
uno\common_voice_es_20849742.opus,juego\common_voice_es_19696434.opus,0
nombre\common_voice_es_19790366.opus,marvin\common_voice_en_19599818.opus,0
forward\common_voice_en_18429900.opus,sheila\common_voice_en_19231934.opus,0
two\common_voice_en_16665536.opus,happy\common_voice_en_38231.opus,0
left\common_voice_en_147766.opus,four\common_voice_en_626914.opus,0
bird\common_voice_en_18718612.opus,bird\common_voice_en_19886965.opus,1
six\common_voice_en_20022157.opus,ocho\common_voice_es_19787340.opus,0
marvin\common_voice_en_20993621.opus,bird\common_voice_en_21333448.opus,0
bed\common_voice_en_543306.opus,nine\common_voice_en_18936616.opus,0
down\common_voice_en_15734576.opus,canción\common_voice_es_20311067.opus,0
vida\common_voice_es_20129064.opus,zero\common_voice_en_19634781.opus,0
learn\common_voice_en_97815.opus,visual\common_voice_en_20091419.opus,0
two\common_voice_en_21340430.opus,eight\common_voice_en_662452__2.opus,0
vida\common_voice_es_18967517.opus,vida\common_voice_es_18755762.opus,1
five\common_voice_en_91990.opus,five\common_voice_en_21388268.opus,1
canción\common_voice_es_19595544.opus,cat\common_voice_en_508307.opus,0
cinco\common_voice_es_18596721.opus,learn\common_voice_en_32718.opus,0
cinco\common_voice_es_20713849.opus,tres\common_voice_es_20373933.opus,0
nombre\common_voice_es_20001273.opus,encuentra\common_voice_es_20030242.opus,0
cero\common_voice_es_19595841.opus,down\common_voice_en_2202743.opus,0
house\common_voice_en_22382517.opus,yes\common_voice_en_18524820.opus,0
off\common_voice_en_19314041.opus,five\common_voice_en_132474.opus,0
universidad\common_voice_es_20659438.opus,universidad\common_voice_es_20890215.opus,1
uno\common_voice_es_19807149.opus,down\common_voice_en_64291.opus,0
nueve\common_voice_es_20065117.opus,nueve\common_voice_es_19695440.opus,1
cuatro\common_voice_es_20819462.opus,one\common_voice_en_17147894.opus,0
universidad\common_voice_es_20805218.opus,seven\common_voice_en_462995.opus,0
zero\common_voice_en_19943891.opus,zero\common_voice_en_72532.opus,1
juego\common_voice_es_19989063.opus,juego\common_voice_es_19683954.opus,1
número\common_voice_es_20744790.opus,backward\common_voice_en_20934379.opus,0
three\common_voice_en_18714277.opus,three\common_voice_en_17263051.opus,1
nine\common_voice_en_16666118.opus,nine\common_voice_en_210394.opus,1
canción\common_voice_es_20629826.opus,canción\common_voice_es_19967523.opus,1
nine\common_voice_en_428127.opus,nine\common_voice_en_17390470.opus,1
nueve\common_voice_es_18395362.opus,nueve\common_voice_es_19596080.opus,1
canción\common_voice_es_20427572.opus,canción\common_voice_es_19799952.opus,1
ciudad\common_voice_es_20776078.opus,ciudad\common_voice_es_20237964.opus,1
tree\common_voice_en_116138.opus,tree\common_voice_en_500800.opus,1
universidad\common_voice_es_19612348.opus,universidad\common_voice_es_20773027.opus,1
universidad\common_voice_es_20019998.opus,universidad\common_voice_es_20711063.opus,1
tree\common_voice_en_21320673.opus,número\common_voice_es_20001077.opus,0
off\common_voice_en_583064.opus,one\common_voice_en_22055062.opus,0
right\common_voice_en_21402728.opus,one\common_voice_en_67688.opus,0
learn\common_voice_en_428296.opus,four\common_voice_en_201615.opus,0
cuatro\common_voice_es_19765446.opus,right\common_voice_en_190336.opus,0
right\common_voice_en_586145.opus,tiempo\common_voice_es_20769154.opus,0
cuatro\common_voice_es_20380356.opus,cuatro\common_voice_es_20630600.opus,1
forward\common_voice_en_171360.opus,tiempo\common_voice_es_19625337.opus,0
three\common_voice_en_670047.opus,house\common_voice_en_20498537.opus,0
five\common_voice_en_21106716.opus,five\common_voice_en_17807612__2.opus,1
one\common_voice_en_19091205.opus,one\common_voice_en_19948310.opus,1
wow\common_voice_en_450689.opus,ciudad\common_voice_es_20595859.opus,0
universidad\common_voice_es_19768659.opus,uno\common_voice_es_20752440.opus,0
dog\common_voice_en_92919.opus,nombre\common_voice_es_19764709.opus,0
cero\common_voice_es_18510995.opus,left\common_voice_en_153660.opus,0
six\common_voice_en_20170726.opus,six\common_voice_en_19640930.opus,1
tree\common_voice_en_20834056.opus,color\common_voice_es_20635903.opus,0
yes\common_voice_en_17284272.opus,yes\common_voice_en_17297161.opus,1
house\common_voice_en_20533078.opus,two\common_voice_en_19647519.opus,0
nombre\common_voice_es_20660275.opus,nombre\common_voice_es_20593772.opus,1
siete\common_voice_es_20722154.opus,wow\common_voice_en_18132994.opus,0
marvin\common_voice_en_20470102.opus,one\common_voice_en_18928519.opus,0
cuatro\common_voice_es_20608496.opus,cuatro\common_voice_es_19433827.opus,1
juego\common_voice_es_19513512.opus,follow\common_voice_en_18444312.opus,0
down\common_voice_en_115226.opus,down\common_voice_en_598990.opus,1
house\common_voice_en_17881453.opus,house\common_voice_en_51696.opus,1
dos\common_voice_es_19592324.opus,juego\common_voice_es_19982089.opus,0
five\common_voice_en_60161.opus,cat\common_voice_en_17771721.opus,0
número\common_voice_es_20823732.opus,número\common_voice_es_19195676.opus,1
encuentra\common_voice_es_20105267.opus,down\common_voice_en_17745339.opus,0
cinco\common_voice_es_20004251.opus,follow\common_voice_en_201945.opus,0
stop\common_voice_en_481855.opus,two\common_voice_en_18796957.opus,0
down\common_voice_en_20566195.opus,visual\common_voice_en_19399863.opus,0
stop\common_voice_en_658224.opus,zero\common_voice_en_200818.opus,0
follow\common_voice_en_20710860.opus,uno\common_voice_es_20753095.opus,0
visual\common_voice_en_21854184.opus,sheila\common_voice_en_19102622.opus,0
marvin\common_voice_en_22439491.opus,siete\common_voice_es_19748210.opus,0
cinco\common_voice_es_18962353.opus,cinco\common_voice_es_20004695.opus,1
wow\common_voice_en_16048882.opus,six\common_voice_en_18767340.opus,0
forward\common_voice_en_611331.opus,forward\common_voice_en_19777029.opus,1
left\common_voice_en_57405.opus,eight\common_voice_en_19398150.opus,0
color\common_voice_es_20724538.opus,número\common_voice_es_20221984.opus,0
backward\common_voice_en_20418179.opus,five\common_voice_en_58349.opus,0
dog\common_voice_en_18253927.opus,ciudad\common_voice_es_19308130.opus,0
off\common_voice_en_18142508.opus,dog\common_voice_en_694913.opus,0
nombre\common_voice_es_20591926.opus,bird\common_voice_en_492216.opus,0
one\common_voice_en_18783347.opus,cat\common_voice_en_485109.opus,0
siete\common_voice_es_18321510.opus,siete\common_voice_es_18917926.opus,1
uno\common_voice_es_20652097.opus,uno\common_voice_es_20250549.opus,1
dos\common_voice_es_18853403.opus,cat\common_voice_en_17787183.opus,0
bird\common_voice_en_17952915.opus,cuatro\common_voice_es_20745969.opus,0
uno\common_voice_es_19668261.opus,uno\common_voice_es_20581765.opus,1
left\common_voice_en_535321.opus,left\common_voice_en_656651.opus,1
cero\common_voice_es_18539124.opus,follow\common_voice_en_190581.opus,0
siete\common_voice_es_20012380.opus,siete\common_voice_es_19765230.opus,1
sheila\common_voice_en_19960615.opus,learn\common_voice_en_17277413.opus,0
visual\common_voice_en_20475194__2.opus,four\common_voice_en_22099817.opus,0
dos\common_voice_es_19519767.opus,dos\common_voice_es_19842592.opus,1
ciudad\common_voice_es_20286367.opus,ciudad\common_voice_es_19622363.opus,1
one\common_voice_en_17267381.opus,one\common_voice_en_17259539.opus,1
tiempo\common_voice_es_20845595.opus,tiempo\common_voice_es_20714464.opus,1
número\common_voice_es_20258523.opus,número\common_voice_es_20601795.opus,1
five\common_voice_en_21185648.opus,encuentra\common_voice_es_19877691.opus,0
canción\common_voice_es_19601962.opus,canción\common_voice_es_19751232.opus,1
bird\common_voice_en_20225825.opus,bird\common_voice_en_572297.opus,1
zero\common_voice_en_17269906.opus,zero\common_voice_en_17881275.opus,1
juego\common_voice_es_19911543.opus,juego\common_voice_es_20216507.opus,1
nueve\common_voice_es_19710176.opus,nueve\common_voice_es_20846565.opus,1
learn\common_voice_en_80073.opus,six\common_voice_en_20382118.opus,0
happy\common_voice_en_650028.opus,five\common_voice_en_18751976.opus,0
yes\common_voice_en_18521481.opus,three\common_voice_en_19062546.opus,0
encuentra\common_voice_es_20936508.opus,zero\common_voice_en_17251836.opus,0
wow\common_voice_en_17258499.opus,canción\common_voice_es_19141351.opus,0
bed\common_voice_en_2707.opus,cuatro\common_voice_es_20767837.opus,0
zero\common_voice_en_17270850.opus,zero\common_voice_en_20607247.opus,1
forward\common_voice_en_21100224.opus,forward\common_voice_en_628446.opus,1
six\common_voice_en_21753943.opus,ocho\common_voice_es_20744363.opus,0
número\common_voice_es_19666704.opus,four\common_voice_en_22456540.opus,0
dos\common_voice_es_20232081.opus,dos\common_voice_es_19790025.opus,1
bird\common_voice_en_20839.opus,bird\common_voice_en_2354422.opus,1
siete\common_voice_es_20079475.opus,tiempo\common_voice_es_20714063.opus,0
canción\common_voice_es_20783297.opus,bed\common_voice_en_605590.opus,0
three\common_voice_en_18996236.opus,cuatro\common_voice_es_20874345.opus,0
canción\common_voice_es_19519271.opus,canción\common_voice_es_20722056.opus,1
marvin\common_voice_en_18975490.opus,marvin\common_voice_en_18404343.opus,1
universidad\common_voice_es_20929528.opus,bed\common_voice_en_431909.opus,0
dos\common_voice_es_19579571.opus,vida\common_voice_es_18432568.opus,0
off\common_voice_en_42385.opus,off\common_voice_en_17736847.opus,1
ciudad\common_voice_es_19139130.opus,ciudad\common_voice_es_19622650.opus,1
cuatro\common_voice_es_20016524.opus,happy\common_voice_en_318913.opus,0
dos\common_voice_es_20655089.opus,dos\common_voice_es_20622893.opus,1
color\common_voice_es_20230737.opus,five\common_voice_en_18558242.opus,0
tres\common_voice_es_19998926.opus,sheila\common_voice_en_20065807.opus,0
follow\common_voice_en_567919.opus,tres\common_voice_es_20262007.opus,0
visual\common_voice_en_21230013.opus,dog\common_voice_en_18164416.opus,0
ocho\common_voice_es_19124740.opus,bed\common_voice_en_661483.opus,0
canción\common_voice_es_20692357.opus,canción\common_voice_es_20869075.opus,1
bird\common_voice_en_21765052.opus,off\common_voice_en_22269680.opus,0
eight\common_voice_en_610513.opus,eight\common_voice_en_18473430.opus,1
yes\common_voice_en_21532212.opus,visual\common_voice_en_21469149.opus,0
cuatro\common_voice_es_19618547.opus,ciudad\common_voice_es_19772157.opus,0
tree\common_voice_en_19201577.opus,one\common_voice_en_22305099.opus,0
off\common_voice_en_18492791.opus,six\common_voice_en_20244904.opus,0
canción\common_voice_es_19615183.opus,canción\common_voice_es_19958950.opus,1
bird\common_voice_en_196640.opus,nombre\common_voice_es_20237964.opus,0
follow\common_voice_en_19649242.opus,yes\common_voice_en_17251876.opus,0
sheila\common_voice_en_19061731.opus,sheila\common_voice_en_20145235.opus,1
visual\common_voice_en_19617112.opus,visual\common_voice_en_19070141.opus,1
happy\common_voice_en_18528912.opus,eight\common_voice_en_20055772.opus,0
house\common_voice_en_582944.opus,house\common_voice_en_509411.opus,1
número\common_voice_es_20802725.opus,número\common_voice_es_19487087.opus,1
bird\common_voice_en_19507335.opus,eight\common_voice_en_18105012.opus,0
backward\common_voice_en_22264876.opus,backward\common_voice_en_19814783.opus,1
three\common_voice_en_20125937.opus,three\common_voice_en_20075576.opus,1
tree\common_voice_en_18944396.opus,right\common_voice_en_502150.opus,0
bed\common_voice_en_82059.opus,bed\common_voice_en_627275.opus,1
dos\common_voice_es_20893737.opus,dos\common_voice_es_19603548.opus,1
house\common_voice_en_121670.opus,house\common_voice_en_22103370.opus,1
ocho\common_voice_es_19687593.opus,ocho\common_voice_es_20128227.opus,1
nombre\common_voice_es_19558946.opus,nombre\common_voice_es_19198729.opus,1
two\common_voice_en_674165.opus,two\common_voice_en_19381691.opus,1
siete\common_voice_es_19237898.opus,nueve\common_voice_es_20745451.opus,0
nombre\common_voice_es_20937161.opus,tres\common_voice_es_20497289.opus,0
color\common_voice_es_19595361.opus,color\common_voice_es_20931354.opus,1
bed\common_voice_en_18666416.opus,right\common_voice_en_16052.opus,0
cuatro\common_voice_es_19865734.opus,cuatro\common_voice_es_20007741.opus,1
one\common_voice_en_17267659.opus,off\common_voice_en_18433624.opus,0
siete\common_voice_es_19659628.opus,five\common_voice_en_19748055.opus,0
yes\common_voice_en_19346837.opus,yes\common_voice_en_611932.opus,1
eight\common_voice_en_24718.opus,juego\common_voice_es_19941734.opus,0
cat\common_voice_en_17386230.opus,wow\common_voice_en_317215.opus,0
tree\common_voice_en_653641.opus,nine\common_voice_en_18748533.opus,0
siete\common_voice_es_19730164.opus,cero\common_voice_es_19040878.opus,0
bird\common_voice_en_18121185.opus,juego\common_voice_es_19786633.opus,0
five\common_voice_en_15735266.opus,five\common_voice_en_17924838.opus,1
tres\common_voice_es_19737268.opus,dos\common_voice_es_18702562.opus,0
encuentra\common_voice_es_20574041.opus,encuentra\common_voice_es_20146491.opus,1
off\common_voice_en_668942.opus,off\common_voice_en_97625.opus,1
left\common_voice_en_21347092.opus,five\common_voice_en_20475064.opus,0
tiempo\common_voice_es_19125334.opus,visual\common_voice_en_19113896.opus,0
sheila\common_voice_en_20920766.opus,sheila\common_voice_en_18771680.opus,1
